"competitie_naam","seizoen","genre","poule_naam","divisie","datum","tijd","sporthal","plaats_sporthal","thuisteam","thuisclub","plaats_thuisclub","uitteam","uitclub","plaats_uitclub","scheids1_hashed","scheids2_hashed","thuisscore","uitscore"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-09-23","16:45:00","Bokkeduinen","Amersfoort","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 3","UFC Utrecht","Utrecht","059fa46aafee60677cbde5d650c20872","5d539c1a749771c7fceacf5eeca887e1","4","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-09-23","13:15:00","Roemer Visscher College","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","HSK Agents","HSK Floorball","Den Haag","4df967cb47517e3e8d46b5b4ecddbe4d","be17171577738e0dfb43c18143024f42","8","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-09-23","14:30:00","ACLO","Groningen","UFC Groningen","UFC Groningen","Groningen","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","70862826adbae517e1c71e442e4d71e6","50904c1fdc2eeb4661b45596d8fec91a","4","11"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-07","18:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","HSK Agents","HSK Floorball","Den Haag","5e2176b3aa970e3a944ac7f7cf7f5178","d33ba14dbc58b3924b0db7f1e718ff24","2","3"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-10-07","10:30:00","Triangel","Lent (Nijmegen)","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 4","UFC Utrecht","Utrecht","ebbf69d4cb0246665ce34cde0db882a4","cfb72c26bec96b662cbd78f435d88ee3","0","2"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-07","12:15:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 1","UFC Utrecht","Utrecht","ba230ce4963134590e4bd05185e36281","041b0d41cac9e4bae468c10a0d0c3e18","3","4"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-10-07","15:45:00","Sportcentrum Olympos","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 3","UFC Utrecht","Utrecht","8868e4717e436bc21a0f7287a85fbf35","ff743efb856e8dbeb30da69083cdb7b4","5","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-07","16:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Sonics","Sonics","Amersfoort","UFC Groningen","UFC Groningen","Groningen","aa6dc23d16971c5b4113dfb47511b8d0","685ffe06078db81b98e0fdaa36460cfb","8","4"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-10-28","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","b122057a3469d35d27c29a861f14c279","45f284466ef1e2542ee0aaf35a6e83b5","0","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-28","18:00:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","41180a1d23116214326e162bd22769e8","161f0ff3025a859aeb6647dfa8da709c","7","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-28","14:30:00","Bavel - Sporthal de Huif","Bavel","Sonics","Sonics","Amersfoort","HSK Agents","HSK Floorball","Den Haag","0d34d370cc4421dd1f137d38da9543d3","2e7e95078b58f771296abee439dca4cf","3","9"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-10-28","16:45:00","Bavel - Sporthal de Huif","Bavel","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 2","UFC Utrecht","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","3a5516f9bf048bacaccf7fa673f4296a","8","1"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-10-28","10:00:00","Sportcentrum Universiteit Twente","Enschede","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 3","UFC Utrecht","Utrecht","7d36a23fc64fac5394bbd1da73ecd2d9","dc0a68fd3435aa4160c74cc7037a8c1f","3","2"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-11-18","12:15:00","Sporthal De Molenwiek","Houten","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 4","UFC Utrecht","Utrecht","f22cbf64bbb5eb87ff90e4c558b2e993","1d42a5bad5f8eac20f583329156a5627","4","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-11-18","14:00:00","Sporthal De Molenwiek","Houten","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","a84fdd653bb589d5853ee772043b67d6","a3a53ba3ae7c14d1515623c688890437","3","3"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-11-18","16:15:00","Sporthal De Molenwiek","Houten","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","f47bd99084ff83b5c0509f0234629370","3","9"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-11-18","12:15:00","Universitair Sportcentrum","Delft","UFC Utrecht 3","UFC Utrecht","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","f8cd5ba4b8d3c0dade7c079fd87a3c3b","7edfb8ff613fbcf8b6f42084fc836313","2","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-11-18","11:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","aa4b363412b90dfb77e59694b13a3d08","61e065f40b0e37e59677ebad90f65a8b","5","1"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-12-16","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 4","UFC Utrecht","Utrecht","05ea1e18809c52f9aceebcd8b54f11c7","47d4f1b75fb1cb6b3683ae567090ddad","5","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-12-16","14:00:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","65df0bd8dfa126ecfea6c49a1f7a581c","d9859569c0cbcbc0d9d6545e817f8e92","6","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-12-16","16:15:00","Paperclip","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","f8cd5ba4b8d3c0dade7c079fd87a3c3b","7edfb8ff613fbcf8b6f42084fc836313","2","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2017-12-16","10:30:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","UFC Utrecht 1","UFC Utrecht","Utrecht","f8cd5ba4b8d3c0dade7c079fd87a3c3b","49e2d1533641ec5f2070480476ad1c64","7","16"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2017-12-16","16:45:00","Roemer Visscher College","Den Haag","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 3","UFC Utrecht","Utrecht","cdf559d793af7bead077d62f22d9f6b3","1a5bd492b5c70c84fca2d07b95562de4","6","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-01-20","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","77e0cbd49bea59238990879a0541df8f","ba230ce4963134590e4bd05185e36281","6","1"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-01-20","14:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","03b437bf861cd50b6be9baaffa85f0c8","b6329eee7490b370812da813393a8f38","4","2"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-01-20","16:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","964a6b56bbbc54bdf0dc1dc8d7dd81d0","0ec9d1f747076d376e8f188720738c46","3","6"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-01-20","10:30:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","UFC Utrecht 2","UFC Utrecht","Utrecht","203a6531f2ea38f37bef001d49d5228a","cdf559d793af7bead077d62f22d9f6b3","4","3"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-01-20","11:00:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","Sonics","Sonics","Amersfoort","f157a0979f8bf1f2923bec29ab0aa10d","340f1752ce1bf05e086c876875ec70d3","2","5"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-10","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","f8cd5ba4b8d3c0dade7c079fd87a3c3b","52c46476e8eb3f8ad03df1ebb9bb8727","8","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-10","14:30:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","be17171577738e0dfb43c18143024f42","ded2bc207f4198fb7efb81d35bddab29","9","0"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-02-10","16:45:00","Triangel","Lent (Nijmegen)","UFC Utrecht 4","UFC Utrecht","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","0e0c14bb171fb876454e56f35a4308f0","d77cc7a09cf73454023e6688c20efb15","0","4"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-02-10","10:30:00","Sportcentrum Universiteit Twente","Enschede","UFC Utrecht 3","UFC Utrecht","Utrecht","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","dc0a68fd3435aa4160c74cc7037a8c1f","30004f0a6f616c136aafc67b1df5d1ca","4","2"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-10","15:45:00","ACLO","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","5a1aec798793470dfa430e94f1dd09d9","5379eb8fe684268cd4677c9213581b16","2","9"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-17","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","362ca441cad330e81bc844c0d1c0e145","2f94911872153729c2d60dab06d98ae3","0","9"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-17","10:30:00","Gemeentelijk Sportcentrum Breda","Breda","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","Sonics","Sonics","Amersfoort","041b0d41cac9e4bae468c10a0d0c3e18","f4a29fda5ec9060b7deeaa08a67af3b0","13","1"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-02-17","16:15:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","UFC Groningen","UFC Groningen","Groningen","8f46a42da25674f8c2fa91c6fc9690b2","0ee51f7d04e3b381fa08713732dbe01c","7","2"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-03-10","10:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","bbd2cd865fc68f71bcab94fe52c87117","65fac63b2b8f66675673674a1128a53a","4","4"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-03-10","12:00:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","8f09001aba996612859bfeb1f8c4dc32","81b1619078d28f81f58cd1482725ca88","1","11"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-03-10","16:15:00","De Bongerd Sportcentrum","Wageningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","197ce2ce3278cf45f11bb94755e57a53","72a7d561ab6cd29fbddd3565ad778de0","1","9"
"Dames Floorball Competitie","2017","competitie","Eredivisie","1","2018-03-10","16:45:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","Sonics","Sonics","Amersfoort","f168b49418df8cdc224f3921a00f886d","f336faf84a217aa3380e40676f29af8d","2","4"
"Dames Floorball Competitie","2017","competitie","1e Divisie","2","2018-03-10","12:15:00","Sportcentrum Universiteit Twente","Enschede","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","1181f9ff581f47ebcd66a48a113c364c","30004f0a6f616c136aafc67b1df5d1ca","0","3"
"Dames Floorball Competitie","2017","competitie","Poule 1 - Play Off's ","3","2018-03-24","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Sonics","Sonics","Amersfoort","52c46476e8eb3f8ad03df1ebb9bb8727","f4a29fda5ec9060b7deeaa08a67af3b0","7","4"
"Dames Floorball Competitie","2017","competitie","Poule 3 - Play Off's","5","2018-03-24","14:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","1d42a5bad5f8eac20f583329156a5627","c634eb22d393081b7f965aae6325ef47","6","2"
"Dames Floorball Competitie","2017","competitie","Poule 1 - Play Off's ","3","2018-03-24","16:15:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","be17171577738e0dfb43c18143024f42","2f94911872153729c2d60dab06d98ae3","4","1"
"Dames Floorball Competitie","2017","competitie","Poule 2 - Play Off's","4","2018-03-24","16:15:00","Roemer Visscher College","Den Haag","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","cdf559d793af7bead077d62f22d9f6b3","b2e67eadaab94f59f9e1ce954ef5369e","2","6"
"Dames Floorball Competitie","2017","competitie","Poule 2 - Play Off's","4","2018-03-24","14:00:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","61e065f40b0e37e59677ebad90f65a8b","84aa169e9435c767a39d0295cc0f2df4","3","1"
"Dames Floorball Competitie","2017","competitie","Poule 3 - Play Off's","5","2018-04-07","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","05ea1e18809c52f9aceebcd8b54f11c7","1f28a811e4e265e72dacb43380d2cfd9","0","5"
"Dames Floorball Competitie","2017","competitie","Poule 1 - Play Off's ","3","2018-04-07","17:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","5d30a3eca945d8eb914813f87b2a9689","6899c684b6bde42985cc37691a1ec4c4","0","3"
"Dames Floorball Competitie","2017","competitie","Poule 1 - Play Off's ","3","2018-04-07","14:30:00","Universitair Sportcentrum","Delft","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","e42ec79df18ea1e74dceb37a190ebf67","77e0cbd49bea59238990879a0541df8f","5","2"
"Dames Floorball Competitie","2017","competitie","Poule 2 - Play Off's","4","2018-04-07","16:45:00","Universitair Sportcentrum","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","dc33a19001dac62d4c610a1c07592067","9e69b5d76bfc447b907ff9e934977912","5","2"
"Dames Floorball Competitie","2017","competitie","Poule 2 - Play Off's","4","2018-04-07","10:30:00","Triangel","Lent (Nijmegen)","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","4df967cb47517e3e8d46b5b4ecddbe4d","498581dd0c428df4128bc880c691152a","2","9"
"Dames Floorball Competitie","2017","competitie","Poule 2 - Play Off's","4","2018-04-21","14:00:00","Sportcentrum Olympos","Utrecht","Jungle Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 2","UFC Utrecht","Utrecht","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","0","6"
"Dames Floorball Competitie","2017","competitie","Poule 3 - Play Off's","5","2018-04-21","16:15:00","Sportcentrum Olympos","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","700cabe8d905e16f0e9e0e6c1faf39a7","362ca441cad330e81bc844c0d1c0e145","0","0"
"Dames Floorball Competitie","2017","competitie","Finale landskampioen dames","0","2018-05-27","16:15:00","Groningen - Alfa College  ","Groningen","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht 1","UFC Utrecht","Utrecht","c42386b84ff1ede5be28aa82d9b5d7dc","7adfe943c89dced88eb9264427ee9685","3","2"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 1","1","2017-11-25","12:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","f4a29fda5ec9060b7deeaa08a67af3b0","afcf89571b9759b1cb6193111f08763e","4","5"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 1","1","2017-11-25","10:30:00","Roemer Visscher College","Den Haag","Sonics","Sonics","Amersfoort","Jungle Falcons","U.S.F.V. Jungle-Speed","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","e0591c9945234368fbb8a972b55eb0c3","11","0"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 1","1","2017-11-25","13:00:00","Roemer Visscher College","Den Haag","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","e42ec79df18ea1e74dceb37a190ebf67","29a7000da3a50110f879027b3c802eff","1","7"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 1","1","2017-11-25","16:30:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","6ba8ca76c4aef361d026ce7230a540d5","dca6e54944a7496fda1e21542d61cfcc","6","2"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 2 / Halve finale","0","2018-03-17","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","06bd1f981bcec6deb2475c2ee558ba5b","77e0cbd49bea59238990879a0541df8f","3","0"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 2 / Halve finale","0","2018-03-17","13:00:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Sonics","Sonics","Amersfoort","UFC Groningen","UFC Groningen","Groningen","041b0d41cac9e4bae468c10a0d0c3e18","2f94911872153729c2d60dab06d98ae3","4","1"
"Dames Nederlandse Loterij Cup","2017","beker","Dames Nederlandse Loterij Cup - Ronde 3 / Finale","0","2018-05-12","12:00:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","Sonics","Sonics","Amersfoort","041b0d41cac9e4bae468c10a0d0c3e18","52c46476e8eb3f8ad03df1ebb9bb8727","5","7"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-15","12:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Sonics","Sonics","Amersfoort","Groningen Messed Up","UFC Groningen","Groningen","d9859569c0cbcbc0d9d6545e817f8e92","aa6dc23d16971c5b4113dfb47511b8d0","7","4"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-15","16:00:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","UFC Utrecht 3","UFC Utrecht","Utrecht","0ded7fce0f37432ec8e5179839aecbde","a8b493ba9517fd34d15adbee6989e3f8","2","3"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-15","10:30:00","Bokkeduinen","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","095ce9edf8158b7ed249dd2ca136c2ed","6726dc565f3cebd78423a258d2d5a2cd","4","4"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-15","10:30:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","UFC Utrecht 2","UFC Utrecht","Utrecht","2f94911872153729c2d60dab06d98ae3","243cca5b065b06d844e4536b16091781","7","2"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-15","12:30:00","Roemer Visscher College","Den Haag","Blue Falcons","D.S.F.V. Blue Falcons","Delft","Jungle-Speed","U.S.F.V. Jungle-Speed","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","9872410574025cfadb5da07f8b4c17ea","0","18"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-22","16:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","U.C. Face Off ","U.C. Face Off","Groningen","Jungle-Speed","U.S.F.V. Jungle-Speed","Utrecht","61e065f40b0e37e59677ebad90f65a8b","a7c03e28b1abf335193b3b20f3282837","0","5"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-15","10:30:00","Lewenborg","Groningen","U.C. Face Off ","U.C. Face Off","Groningen","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","aa4b363412b90dfb77e59694b13a3d08","9c840d96f83bca65bb2c88ebe4bde061","2","5"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-22","18:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Groningen Messed Up","UFC Groningen","Groningen","e42ec79df18ea1e74dceb37a190ebf67","dfd6dab64f2ef5c65f62a82be8295f05","11","2"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-22","10:30:00","Bokkeduinen","Amersfoort","Sonics","Sonics","Amersfoort","UFC Utrecht 2","UFC Utrecht","Utrecht","d67f5def50dcb250299643969322c793","ecdc281b5b94c0b9f92fec93065c2ae9","7","2"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-22","14:30:00","Universitair Sportcentrum","Delft","Blue Falcons","D.S.F.V. Blue Falcons","Delft","UFC Utrecht 4","UFC Utrecht","Utrecht","52c46476e8eb3f8ad03df1ebb9bb8727","f4dfe5abc881cc60b184177677c6b9e5","7","8"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-09-22","16:15:00","Universitair Sportcentrum","Delft","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","HSK Agents","HSK Floorball","Den Haag","0ef13a4b20ecd821150f0366d1f16bc7","f8cd5ba4b8d3c0dade7c079fd87a3c3b","4","3"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-09-22","16:15:00","Het Gastland","Rhenen","UFC Utrecht 3","UFC Utrecht","Utrecht","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","afcf89571b9759b1cb6193111f08763e","4df967cb47517e3e8d46b5b4ecddbe4d","2","6"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-10-06","10:30:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","Jungle-Speed","U.S.F.V. Jungle-Speed","Utrecht","UFC Utrecht 4","UFC Utrecht","Utrecht","bbd2cd865fc68f71bcab94fe52c87117","ded2bc207f4198fb7efb81d35bddab29","9","3"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-10-06","12:15:00","Nieuw Welgelegen Topsporthal - 3e verdieping","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","e42ec79df18ea1e74dceb37a190ebf67","03b437bf861cd50b6be9baaffa85f0c8","1","13"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-10-06","10:30:00","Nieuw Welgelegen Multifunctionele - Beneden","Utrecht","U.C. Face Off ","U.C. Face Off","Groningen","UFC Utrecht 3","UFC Utrecht","Utrecht","dc0a68fd3435aa4160c74cc7037a8c1f","ef6cac1b5bb1f98933e6d909ec11992b","3","0"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-10-06","15:00:00","Triangel","Lent (Nijmegen)","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","Groningen Messed Up","UFC Groningen","Groningen","ca42d2a083b2930f177010b105e14059","8ad426b508c842e1f92974dbd0fbf4c4","17","0"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-10-06","17:00:00","Triangel","Lent (Nijmegen)","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","Blue Falcons","D.S.F.V. Blue Falcons","Delft","1e9bb0293658c46143c8a0e9f2467fd3","baa502aaab05b0b5a80d6acfa2d36608","4","0"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-10-06","14:30:00","Roemer Visscher College","Den Haag","HSK Agents","HSK Floorball","Den Haag","Sonics","Sonics","Amersfoort","1d42a5bad5f8eac20f583329156a5627","77e0cbd49bea59238990879a0541df8f","8","2"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-10-13","15:30:00","Scharlakenhof","Haren","Groningen Messed Up","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","22c4962a4283a5b15d442912ce9cc84a","d629a23361e13719050bae03d5a4bdb3","8","1"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-10-13","17:30:00","Scharlakenhof","Haren","U.C. Face Off ","U.C. Face Off","Groningen","UFC Utrecht 4","UFC Utrecht","Utrecht","22691de14a6105244cf869848d1fe5fd","f168b49418df8cdc224f3921a00f886d","2","2"
"Dames Competitie","2018","competitie","Eredivisie","1","2018-10-13","12:15:00","Sportcentrum Olympos","Utrecht","Sonics","Sonics","Amersfoort","Hot Flames 1","Floorball Flames Nijmegen","Nijmegen","5f980d62fb20017607846e4250869d13","2831a300ee95d4036990f0ad7990e849","1","10"
"Dames Competitie","2018","competitie","1e Divisie","2","2018-10-13","14:15:00","Sportcentrum Olympos","Utrecht","Jungle-Speed","U.S.F.V. Jungle-Speed","Utrecht","Hot Flames 2","Floorball Flames Nijmegen","Nijmegen","73c0f485a4c1cf8d3738277f76be6d03","36bb5f011f03d9896062c758fbe59a4a","5","1"
